,stn,year,mo,da,temp,max,min
0,359250,1970,10,11,44.6,59.0,30.0
1,359250,1970,5,15,65.3,79.0,52.0
2,359250,1970,2,25,20.0,25.0,16.0
3,359250,1970,4,9,50.7,61.0,43.0
4,359250,1970,6,2,69.9,82.0,61.0
5,359250,1970,1,27,5.5,12.0,0.0
6,359250,1970,2,6,26.5,30.0,21.0
7,359250,1970,9,2,67.1,79.0,52.0
8,359250,1970,7,24,81.8,91.0,63.0
9,359250,1970,5,21,59.0,68.0,54.0
10,359250,1970,12,3,13.0,23.0,5.0
11,359250,1970,1,4,20.2,23.0,7.0
12,359250,1970,1,24,13.7,19.0,9.0
13,359250,1970,3,2,28.0,37.0,16.0
14,359250,1970,3,8,16.3,28.0,7.0
15,359250,1970,3,10,23.0,36.0,14.0
16,359250,1970,3,17,34.3,50.0,21.0
17,359250,1970,3,18,43.3,64.0,21.0
18,359250,1970,4,15,56.7,66.0,46.0
19,359250,1970,4,25,59.0,70.0,43.0
20,359250,1970,4,27,59.7,70.0,46.0
21,359250,1970,5,4,73.2,86.0,55.0
22,359250,1970,5,9,64.8,73.0,57.0
23,359250,1970,5,26,75.2,90.0,54.0
24,359250,1970,5,31,74.3,90.0,57.0
25,359250,1970,6,19,74.8,88.0,59.0
26,359250,1970,6,21,81.7,90.0,70.0
27,359250,1970,6,30,75.0,90.0,66.0
28,359250,1970,7,1,76.5,88.0,64.0
29,359250,1970,7,2,75.7,90.0,63.0
30,359250,1970,7,6,76.0,90.0,63.0
31,359250,1970,7,7,80.8,93.0,63.0
32,359250,1970,7,10,84.8,99.0,72.0
33,359250,1970,7,11,72.5,93.0,64.0
34,359250,1970,7,12,78.5,91.0,63.0
35,359250,1970,7,14,86.0,95.0,77.0
36,359250,1970,7,20,86.0,97.0,70.0
37,359250,1970,7,22,80.5,93.0,68.0
38,359250,1970,7,23,79.2,91.0,63.0
39,359250,1970,7,28,88.7,100.0,77.0
40,359250,1970,8,5,70.8,82.0,64.0
41,359250,1970,8,13,82.8,95.0,68.0
42,359250,1970,8,17,81.3,93.0,63.0
43,359250,1970,8,20,78.8,91.0,61.0
44,359250,1970,8,23,79.3,93.0,68.0
45,359250,1970,8,31,66.7,77.0,50.0
46,359250,1970,9,3,64.7,75.0,55.0
47,359250,1970,9,8,77.7,91.0,54.0
48,359250,1970,9,11,61.2,73.0,43.0
49,359250,1970,9,17,58.5,72.0,45.0
