,stn,year,mo,da,temp,max,min
0,303930,1964,1,4,-11.2,-8.0,-15.0
1,303930,1964,1,3,-8.7,-4.0,-31.0
2,303930,1964,8,9,64.3,79.0,41.0
3,303930,1964,1,6,-34.5,-18.0,-45.0
4,303930,1964,1,30,-26.1,-20.0,-42.0
5,303930,1964,2,4,-34.0,-24.0,-45.0
6,303930,1964,1,14,-33.3,-22.0,-36.0
7,303930,1964,6,24,50.4,63.0,34.0
8,303930,1964,12,11,-34.4,-31.0,-44.0
9,303930,1964,1,15,-27.0,-20.0,-36.0
10,303930,1964,1,16,-24.4,-22.0,-31.0
11,303930,1964,8,5,53.7,64.0,36.0
12,303930,1964,8,18,48.1,68.0,25.0
13,303930,1964,8,19,50.2,75.0,27.0
14,303930,1964,9,13,33.4,54.0,19.0
15,303930,1964,10,3,39.7,48.0,30.0
16,303930,1964,10,20,8.3,16.0,-11.0
17,303930,1964,11,23,-37.7,-22.0,-49.0
18,303930,1964,11,27,-27.9,-15.0,-44.0
19,303930,1964,12,22,-20.7,-17.0,-27.0
20,303930,1964,7,13,49.7,57.0,36.0
21,303930,1964,9,11,36.1,41.0,34.0
22,303930,1964,6,7,50.0,59.0,37.0
23,303930,1964,6,22,55.4,70.0,36.0
24,303930,1964,4,3,16.9,34.0,3.0
25,303930,1964,4,18,13.8,27.0,-2.0
26,303930,1964,7,30,63.1,79.0,45.0
27,303930,1964,2,15,-7.3,0.0,-15.0
28,303930,1964,2,26,-22.0,0.0,-40.0
29,303930,1964,3,9,-12.4,7.0,-31.0
30,303930,1964,4,7,10.3,21.0,-18.0
31,303930,1964,7,7,59.0,64.0,52.0
32,303930,1964,7,16,58.3,75.0,43.0
33,303930,1964,8,24,49.1,73.0,32.0
34,303930,1964,11,11,-9.4,10.0,-29.0
35,303930,1964,11,20,-29.0,-20.0,-44.0
36,303930,1964,12,13,-42.2,-36.0,-47.0
37,303930,1964,2,25,-19.4,1.0,-36.0
38,303930,1964,6,30,60.0,66.0,48.0
39,303930,1964,7,12,44.1,57.0,36.0
40,303930,1964,8,10,39.4,52.0,28.0
41,303930,1964,1,2,-33.6,-24.0,-45.0
42,303930,1964,2,6,-33.5,-22.0,-45.0
43,303930,1964,2,10,-34.3,-22.0,-47.0
44,303930,1964,2,17,-25.4,-6.0,-38.0
45,303930,1964,2,18,-26.6,-11.0,-42.0
46,303930,1964,12,20,-52.5,-49.0,-58.0
47,303930,1964,12,26,-51.6,-47.0,-56.0
48,303930,1964,12,23,-14.0,-11.0,-20.0
49,303930,1964,1,7,-42.2,-35.0,-47.0
50,303930,1964,1,10,-23.5,-15.0,-38.0
51,303930,1964,1,19,-36.0,-27.0,-42.0
52,303930,1964,1,20,-28.3,-22.0,-40.0
53,303930,1964,1,24,-18.1,-9.0,-31.0
54,303930,1964,1,25,-19.3,-11.0,-22.0
55,303930,1964,2,5,-37.0,-24.0,-45.0
56,303930,1964,2,7,-25.3,-17.0,-38.0
57,303930,1964,2,11,-25.9,-17.0,-42.0
58,303930,1964,2,13,-8.4,0.0,-36.0
59,303930,1964,2,14,-1.3,0.0,-6.0
60,303930,1964,3,1,-17.4,5.0,-35.0
61,303930,1964,3,10,-11.1,10.0,-33.0
62,303930,1964,5,22,47.1,64.0,23.0
63,303930,1964,6,29,62.1,70.0,54.0
64,303930,1964,9,16,41.1,46.0,36.0
65,303930,1964,9,19,29.4,32.0,27.0
66,303930,1964,10,6,23.0,27.0,18.0
67,303930,1964,10,11,31.1,39.0,23.0
68,303930,1964,10,24,-10.0,7.0,-26.0
69,303930,1964,11,2,-11.1,1.0,-29.0
70,303930,1964,11,19,-19.5,-13.0,-36.0
71,303930,1964,11,28,-22.2,-18.0,-33.0
72,303930,1964,12,2,-5.9,0.0,-15.0
73,303930,1964,12,6,-17.7,-11.0,-27.0
74,303930,1964,12,15,-36.0,-31.0,-49.0
75,303930,1964,1,12,-10.5,-4.0,-26.0
76,303930,1964,1,21,-21.5,-15.0,-33.0
77,303930,1964,1,29,-28.4,-13.0,-42.0
78,303930,1964,2,3,-40.5,-27.0,-49.0
79,303930,1964,2,9,-37.1,-18.0,-47.0
80,303930,1964,2,19,-17.7,-4.0,-36.0
81,303930,1964,2,23,-11.5,5.0,-35.0
82,303930,1964,2,27,-21.0,1.0,-38.0
83,303930,1964,2,28,-20.7,1.0,-40.0
84,303930,1964,2,29,-19.0,3.0,-38.0
85,303930,1964,3,2,-0.5,18.0,9999.9
86,303930,1964,3,11,-8.3,14.0,-33.0
87,303930,1964,3,12,-4.6,18.0,-22.0
88,303930,1964,3,14,-10.8,18.0,-40.0
89,303930,1964,3,15,-3.9,21.0,-26.0
90,303930,1964,3,16,-4.1,21.0,-26.0
91,303930,1964,3,17,0.4,27.0,-26.0
92,303930,1964,3,18,10.4,28.0,-17.0
93,303930,1964,3,22,-3.1,21.0,-29.0
94,303930,1964,3,25,-5.6,9.0,-33.0
95,303930,1964,3,26,-1.4,7.0,-22.0
96,303930,1964,3,27,12.2,19.0,-11.0
97,303930,1964,3,30,-2.5,1.0,-8.0
98,303930,1964,4,1,16.0,27.0,9999.9
99,303930,1964,4,10,10.9,14.0,9.0
100,303930,1964,4,21,8.5,25.0,-15.0
101,303930,1964,4,22,8.0,27.0,-15.0
102,303930,1964,4,25,12.5,27.0,-8.0
103,303930,1964,4,26,12.6,30.0,-9.0
104,303930,1964,5,3,28.1,36.0,14.0
105,303930,1964,5,6,30.7,37.0,12.0
106,303930,1964,5,8,30.0,41.0,9.0
107,303930,1964,5,9,33.8,41.0,14.0
108,303930,1964,5,11,40.1,55.0,21.0
109,303930,1964,5,12,47.0,61.0,25.0
110,303930,1964,5,16,33.3,39.0,18.0
111,303930,1964,5,18,36.1,46.0,19.0
112,303930,1964,5,19,41.9,55.0,25.0
113,303930,1964,5,20,42.6,57.0,25.0
114,303930,1964,5,21,47.3,63.0,28.0
115,303930,1964,5,27,49.5,70.0,28.0
116,303930,1964,6,1,36.7,46.0,25.0
117,303930,1964,6,4,48.6,63.0,23.0
118,303930,1964,6,5,50.4,59.0,28.0
119,303930,1964,6,10,62.4,77.0,45.0
120,303930,1964,6,12,63.5,82.0,37.0
121,303930,1964,6,14,47.0,64.0,25.0
122,303930,1964,6,15,47.3,63.0,25.0
123,303930,1964,6,16,53.8,63.0,25.0
124,303930,1964,6,17,58.8,68.0,45.0
125,303930,1964,6,25,56.8,72.0,34.0
126,303930,1964,6,26,64.0,81.0,37.0
127,303930,1964,7,15,63.7,75.0,36.0
128,303930,1964,7,17,60.9,77.0,41.0
129,303930,1964,7,25,55.8,73.0,30.0
130,303930,1964,7,26,63.4,82.0,36.0
131,303930,1964,7,27,67.9,86.0,43.0
132,303930,1964,7,28,65.9,90.0,46.0
133,303930,1964,8,11,41.4,55.0,27.0
134,303930,1964,8,12,49.0,68.0,27.0
135,303930,1964,8,14,52.2,73.0,32.0
136,303930,1964,8,16,48.1,64.0,25.0
137,303930,1964,8,22,61.5,86.0,43.0
138,303930,1964,8,25,57.2,81.0,32.0
139,303930,1964,8,26,57.5,81.0,36.0
140,303930,1964,8,27,60.9,82.0,36.0
141,303930,1964,8,29,63.3,81.0,36.0
142,303930,1964,8,31,54.1,64.0,32.0
143,303930,1964,9,6,46.9,61.0,28.0
144,303930,1964,9,21,34.6,55.0,14.0
145,303930,1964,9,22,41.2,59.0,21.0
146,303930,1964,9,27,39.1,54.0,28.0
147,303930,1964,10,1,31.9,50.0,14.0
148,303930,1964,10,2,36.6,50.0,25.0
149,303930,1964,10,8,19.1,41.0,0.0
150,303930,1964,10,9,19.9,45.0,5.0
151,303930,1964,10,10,27.3,43.0,5.0
152,303930,1964,10,17,16.7,27.0,-13.0
153,303930,1964,10,25,10.1,21.0,-18.0
154,303930,1964,10,27,-16.4,-2.0,-33.0
155,303930,1964,10,28,4.9,19.0,-24.0
156,303930,1964,10,29,25.2,28.0,5.0
157,303930,1964,11,3,-8.3,9.0,-22.0
158,303930,1964,11,4,-1.4,10.0,-18.0
159,303930,1964,11,7,-12.6,1.0,-40.0
160,303930,1964,11,8,10.9,23.0,-8.0
161,303930,1964,11,12,-18.8,-8.0,-31.0
162,303930,1964,11,16,-18.0,-11.0,-26.0
163,303930,1964,11,22,-43.8,-35.0,-53.0
164,303930,1964,11,24,-21.6,-15.0,-44.0
165,303930,1964,12,1,-20.4,-11.0,-42.0
166,303930,1964,12,3,-9.1,-2.0,-15.0
167,303930,1964,12,5,-22.2,-17.0,-27.0
168,303930,1964,12,10,-43.7,-38.0,-53.0
169,303930,1964,12,14,-43.2,-35.0,-47.0
170,303930,1964,12,19,-54.6,-51.0,-60.0
171,303930,1964,12,27,-44.1,-40.0,-54.0
172,303930,1964,1,8,-31.7,-26.0,-44.0
173,303930,1964,1,28,-35.4,-24.0,-45.0
174,303930,1964,2,22,-23.0,-4.0,-40.0
175,303930,1964,3,3,11.6,23.0,-11.0
176,303930,1964,3,6,-10.5,1.0,-33.0
177,303930,1964,3,7,-3.3,7.0,-29.0
178,303930,1964,3,21,-11.9,10.0,-40.0
179,303930,1964,4,8,25.4,30.0,12.0
180,303930,1964,10,13,28.5,43.0,3.0
181,303930,1964,11,10,9.6,14.0,-6.0
182,303930,1964,11,14,-20.8,-6.0,-31.0
183,303930,1964,12,21,-32.4,-24.0,-53.0
184,303930,1964,12,25,-50.8,-45.0,-54.0
185,303930,1964,12,28,-40.5,-36.0,-47.0
186,303930,1964,5,25,49.5,61.0,39.0
187,303930,1964,4,29,35.4,41.0,32.0
188,303930,1964,6,2,35.1,41.0,25.0
189,303930,1964,6,20,50.6,55.0,37.0
190,303930,1964,7,31,66.5,82.0,46.0
191,303930,1964,9,23,35.0,45.0,27.0
192,303930,1964,9,28,34.9,43.0,30.0
193,303930,1964,5,1,29.8,41.0,16.0
194,303930,1964,5,24,43.5,50.0,23.0
195,303930,1964,5,31,39.2,57.0,28.0
196,303930,1964,6,8,55.9,68.0,39.0
197,303930,1964,6,9,46.8,50.0,43.0
198,303930,1964,6,19,61.3,77.0,39.0
199,303930,1964,6,27,59.4,82.0,39.0
200,303930,1964,7,2,65.4,77.0,39.0
201,303930,1964,7,5,60.8,66.0,57.0
202,303930,1964,7,21,59.6,64.0,46.0
203,303930,1964,7,29,64.6,81.0,46.0
204,303930,1964,8,2,63.1,81.0,41.0
205,303930,1964,8,6,55.2,72.0,32.0
206,303930,1964,8,13,52.1,75.0,30.0
207,303930,1964,9,3,50.6,63.0,41.0
208,303930,1964,9,4,50.0,52.0,48.0
209,303930,1964,9,9,42.5,57.0,28.0
210,303930,1964,9,10,38.9,45.0,28.0
211,303930,1964,5,14,32.5,39.0,25.0
212,303930,1964,5,28,57.0,79.0,34.0
213,303930,1964,6,28,61.9,70.0,43.0
214,303930,1964,7,4,60.0,72.0,41.0
215,303930,1964,7,10,47.6,54.0,36.0
216,303930,1964,7,18,63.3,79.0,43.0
217,303930,1964,8,8,52.5,64.0,37.0
218,303930,1964,9,1,53.5,64.0,46.0
219,303930,1964,9,14,47.1,54.0,25.0
220,303930,1964,2,16,-21.8,-11.0,-38.0
221,303930,1964,2,20,-17.1,-8.0,-31.0
222,303930,1964,11,29,-22.6,-11.0,-36.0
223,303930,1964,12,4,-17.8,-9.0,-27.0
224,303930,1964,12,30,-48.5,-44.0,-53.0
225,303930,1964,2,24,-10.5,7.0,-29.0
226,303930,1964,1,1,-44.7,-42.0,-49.0
227,303930,1964,1,9,-25.9,-15.0,-38.0
228,303930,1964,1,18,-33.5,-24.0,-42.0
229,303930,1964,1,26,-20.5,-2.0,-40.0
230,303930,1964,1,27,-36.0,-20.0,-45.0
231,303930,1964,1,31,-16.9,-4.0,-26.0
232,303930,1964,2,21,-21.3,0.0,-38.0
233,303930,1964,3,4,13.0,19.0,5.0
234,303930,1964,3,13,-15.5,5.0,-38.0
235,303930,1964,3,20,-19.0,-6.0,-40.0
236,303930,1964,3,31,-4.4,18.0,-26.0
237,303930,1964,4,9,21.1,27.0,10.0
238,303930,1964,4,11,3.0,19.0,-22.0
239,303930,1964,5,7,25.2,36.0,9.0
240,303930,1964,6,3,42.9,57.0,25.0
241,303930,1964,6,23,50.0,64.0,36.0
242,303930,1964,7,1,61.9,79.0,41.0
243,303930,1964,7,11,45.9,55.0,39.0
244,303930,1964,7,14,55.4,72.0,36.0
245,303930,1964,8,28,60.2,81.0,36.0
246,303930,1964,9,25,14.0,25.0,0.0
247,303930,1964,10,14,25.1,36.0,14.0
248,303930,1964,10,15,10.3,23.0,-6.0
249,303930,1964,10,16,2.5,21.0,-13.0
250,303930,1964,10,22,4.5,10.0,1.0
251,303930,1964,10,30,15.8,27.0,7.0
252,303930,1964,10,31,7.0,19.0,-6.0
253,303930,1964,11,1,-10.3,14.0,-27.0
254,303930,1964,11,6,-25.2,-8.0,-36.0
255,303930,1964,11,9,1.6,12.0,-15.0
256,303930,1964,11,15,-22.4,-11.0,-35.0
257,303930,1964,11,17,-22.1,-11.0,-29.0
258,303930,1964,11,18,-25.9,-11.0,-36.0
259,303930,1964,11,21,-44.1,-31.0,-53.0
260,303930,1964,12,7,-28.8,-22.0,-40.0
261,303930,1964,12,17,-41.0,-36.0,-45.0
262,303930,1964,12,18,-49.6,-40.0,-58.0
263,303930,1964,12,24,-32.4,-18.0,-53.0
264,303930,1964,12,31,-49.6,-45.0,-54.0
265,303930,1964,1,13,-28.9,-18.0,-36.0
266,303930,1964,1,17,-23.2,-15.0,-35.0
267,303930,1964,1,22,-27.9,-15.0,-36.0
268,303930,1964,2,1,-23.7,-13.0,-31.0
269,303930,1964,2,8,-30.5,-13.0,-47.0
270,303930,1964,2,12,-18.0,-4.0,-33.0
271,303930,1964,3,5,-9.6,7.0,-31.0
272,303930,1964,3,8,3.0,9.0,-4.0
273,303930,1964,3,19,2.4,9.0,-11.0
274,303930,1964,3,23,8.1,23.0,-18.0
275,303930,1964,3,24,-8.6,9.0,-33.0
276,303930,1964,3,29,-2.1,3.0,-6.0
277,303930,1964,4,4,-3.9,3.0,-8.0
278,303930,1964,4,5,-2.0,3.0,-11.0
279,303930,1964,4,6,-5.9,12.0,-31.0
280,303930,1964,4,12,21.5,34.0,-6.0
281,303930,1964,4,13,14.9,28.0,-9.0
282,303930,1964,4,14,3.1,23.0,-22.0
283,303930,1964,4,15,13.0,27.0,-4.0
284,303930,1964,4,16,10.4,32.0,-11.0
285,303930,1964,4,17,25.5,36.0,1.0
286,303930,1964,4,20,9.7,30.0,-15.0
287,303930,1964,4,23,20.5,36.0,3.0
288,303930,1964,4,24,16.6,32.0,-8.0
289,303930,1964,4,27,21.0,39.0,5.0
290,303930,1964,4,28,34.6,43.0,21.0
291,303930,1964,5,2,28.2,37.0,14.0
292,303930,1964,5,10,37.5,54.0,21.0
293,303930,1964,5,13,31.5,37.0,25.0
294,303930,1964,5,23,38.6,50.0,21.0
295,303930,1964,5,30,38.9,50.0,28.0
296,303930,1964,6,6,48.5,57.0,39.0
297,303930,1964,6,13,44.8,59.0,27.0
298,303930,1964,6,18,56.0,70.0,39.0
299,303930,1964,6,21,49.3,61.0,37.0
300,303930,1964,7,9,50.4,61.0,36.0
301,303930,1964,7,19,61.4,75.0,54.0
302,303930,1964,7,23,58.9,75.0,41.0
303,303930,1964,7,24,50.5,66.0,30.0
304,303930,1964,8,1,60.4,75.0,48.0
305,303930,1964,8,4,53.5,68.0,39.0
306,303930,1964,8,15,48.0,68.0,25.0
307,303930,1964,8,17,44.1,59.0,25.0
308,303930,1964,8,20,62.4,79.0,46.0
309,303930,1964,8,21,61.4,82.0,43.0
310,303930,1964,9,2,49.9,61.0,39.0
311,303930,1964,9,8,36.3,50.0,27.0
312,303930,1964,9,12,33.6,48.0,19.0
313,303930,1964,9,20,31.1,43.0,18.0
314,303930,1964,9,29,28.5,34.0,21.0
315,303930,1964,9,30,27.1,41.0,18.0
316,303930,1964,10,5,22.3,27.0,19.0
317,303930,1964,10,12,22.1,34.0,5.0
318,303930,1964,10,18,21.7,27.0,12.0
319,303930,1964,10,19,4.9,18.0,-6.0
320,303930,1964,10,21,6.4,12.0,3.0
321,303930,1964,10,23,-5.9,14.0,-24.0
322,303930,1964,10,26,-13.1,10.0,-33.0
323,303930,1964,11,5,-10.8,5.0,-33.0
324,303930,1964,11,13,-15.0,1.0,-29.0
325,303930,1964,11,25,-11.9,-4.0,-26.0
326,303930,1964,11,26,-20.1,0.0,-40.0
327,303930,1964,11,30,-35.4,-18.0,-42.0
328,303930,1964,12,8,-36.7,-24.0,-47.0
329,303930,1964,12,9,-45.4,-36.0,-51.0
330,303930,1964,12,12,-39.3,-33.0,-45.0
331,303930,1964,12,16,-34.1,-26.0,-45.0
332,303930,1964,12,29,-41.8,-35.0,-49.0
333,303930,1964,1,11,-24.7,-15.0,-38.0
334,303930,1964,1,23,-27.4,-18.0,-38.0
335,303930,1964,3,28,17.1,21.0,10.0
336,303930,1964,4,2,23.6,34.0,12.0
337,303930,1964,4,19,9.9,23.0,-8.0
338,303930,1964,5,4,30.2,34.0,27.0
339,303930,1964,9,26,28.1,36.0,7.0
340,303930,1964,10,7,14.0,25.0,0.0
341,303930,1964,2,2,-33.9,-15.0,-47.0
342,303930,1964,6,11,56.0,75.0,39.0
343,303930,1964,5,26,45.3,57.0,30.0
344,303930,1964,9,18,30.4,36.0,27.0
345,303930,1964,4,30,31.6,43.0,18.0
346,303930,1964,5,17,29.9,37.0,21.0
347,303930,1964,5,29,32.5,36.0,30.0
348,303930,1964,7,3,54.6,66.0,43.0
349,303930,1964,7,6,57.7,64.0,54.0
350,303930,1964,7,8,58.4,73.0,45.0
351,303930,1964,7,22,58.8,68.0,54.0
352,303930,1964,8,3,60.3,70.0,54.0
353,303930,1964,8,7,41.7,43.0,37.0
354,303930,1964,8,23,53.0,66.0,36.0
355,303930,1964,8,30,53.1,72.0,32.0
356,303930,1964,9,5,44.0,55.0,28.0
357,303930,1964,9,7,49.6,64.0,37.0
358,303930,1964,9,15,42.4,54.0,36.0
359,303930,1964,9,17,39.1,45.0,34.0
360,303930,1964,10,4,27.6,36.0,23.0
361,303930,1964,5,5,26.0,34.0,14.0
362,303930,1964,5,15,27.6,37.0,18.0
363,303930,1964,7,20,60.5,72.0,48.0
364,303930,1964,9,24,27.6,34.0,21.0
0,303930,1965,1,27,-31.3,-24.0,-40.0
1,303930,1965,11,21,-41.1,-29.0,-47.0
2,303930,1965,12,1,-47.6,-42.0,-53.0
3,303930,1965,2,6,-40.4,-26.0,-51.0
4,303930,1965,2,11,-41.8,-27.0,-53.0
5,303930,1965,3,9,-22.9,-6.0,-44.0
6,303930,1965,4,1,3.3,19.0,-17.0
7,303930,1965,5,20,42.9,54.0,30.0
8,303930,1965,9,11,44.2,57.0,32.0
9,303930,1965,9,12,44.4,61.0,32.0
10,303930,1965,7,6,69.2,79.0,43.0
11,303930,1965,2,5,-36.0,-18.0,-49.0
12,303930,1965,2,17,-35.6,-22.0,-51.0
13,303930,1965,2,18,-36.0,-18.0,-51.0
14,303930,1965,2,19,-23.7,-17.0,-45.0
15,303930,1965,4,18,21.3,39.0,-2.0
16,303930,1965,5,4,32.4,46.0,9.0
17,303930,1965,8,15,53.6,72.0,34.0
18,303930,1965,9,18,38.6,50.0,25.0
19,303930,1965,10,1,27.3,36.0,7.0
20,303930,1965,1,30,-42.3,-33.0,-49.0
21,303930,1965,2,24,-24.0,-4.0,-40.0
22,303930,1965,3,26,-4.5,16.0,-33.0
23,303930,1965,3,31,-0.4,16.0,-20.0
24,303930,1965,4,2,4.5,25.0,-18.0
25,303930,1965,4,10,13.5,30.0,-6.0
26,303930,1965,4,11,19.1,36.0,-4.0
27,303930,1965,4,12,25.2,41.0,3.0
28,303930,1965,4,16,10.8,25.0,-13.0
29,303930,1965,4,17,17.5,34.0,-2.0
30,303930,1965,4,21,30.9,41.0,12.0
31,303930,1965,4,22,31.1,36.0,25.0
