,stn,year,mo,da,temp,max,min
0,719240,1959,3,1,-22.6,-17.5,-38.0
1,719240,1959,1,11,-28.4,-24.5,-35.0
2,719240,1959,1,14,-24.8,-18.9,-32.1
3,719240,1959,1,15,-24.7,-18.9,-29.9
4,719240,1959,1,16,-21.1,-12.6,-29.0
5,719240,1959,1,28,-28.1,-15.0,-35.0
6,719240,1959,1,29,-27.3,-22.0,-34.1
7,719240,1959,1,30,-24.2,-18.6,-34.1
8,719240,1959,1,31,-25.8,-18.9,-29.9
9,719240,1959,2,3,-28.2,-21.6,-42.0
10,719240,1959,2,6,-21.6,-18.0,-33.0
11,719240,1959,2,12,-36.3,-31.0,-45.0
12,719240,1959,2,17,-33.7,-25.1,-38.9
13,719240,1959,2,18,-32.6,-27.6,-38.0
14,719240,1959,2,19,-25.6,-18.9,-36.9
15,719240,1959,3,4,-36.2,-28.7,-45.0
16,719240,1959,3,7,-14.6,-11.9,-31.0
17,719240,1959,3,12,-31.6,-27.0,-38.0
18,719240,1959,3,14,-35.5,-32.6,-38.9
19,719240,1959,3,15,-35.4,-31.0,-41.1
20,719240,1959,3,16,-34.4,-31.5,-41.1
21,719240,1959,3,19,-34.3,-23.6,-41.1
22,719240,1959,3,22,-29.7,-26.0,-36.0
23,719240,1959,3,26,-19.4,-15.0,-31.0
24,719240,1959,4,5,-21.2,-9.9,-27.9
25,719240,1959,4,13,-11.2,-2.6,-20.0
26,719240,1959,4,18,-2.1,10.9,-8.0
27,719240,1959,4,23,-15.7,-5.6,-25.1
28,719240,1959,4,25,-0.1,6.4,-6.0
29,719240,1959,4,29,-4.0,5.0,-9.0
30,719240,1959,5,4,-9.4,1.0,-17.0
31,719240,1959,5,8,-8.0,-0.9,-16.1
32,719240,1959,5,14,7.2,13.5,-2.0
33,719240,1959,6,7,27.0,32.4,21.0
34,719240,1959,6,13,24.9,30.0,21.9
35,719240,1959,6,19,32.4,36.0,30.0
36,719240,1959,6,22,30.6,34.0,27.0
37,719240,1959,6,24,34.1,36.3,30.9
38,719240,1959,9,2,32.7,39.9,26.1
39,719240,1959,9,7,27.6,33.1,21.9
40,719240,1959,9,13,27.4,29.3,21.9
41,719240,1959,10,8,1.2,6.4,-6.0
42,719240,1959,10,26,-8.2,2.5,-18.0
43,719240,1959,11,5,-2.1,-0.6,-5.1
44,719240,1959,11,17,-16.2,-11.0,-22.0
45,719240,1959,12,4,-33.0,-31.5,-36.0
46,719240,1959,12,9,-5.2,-2.6,-9.9
47,719240,1959,12,19,-18.6,-4.5,-32.1
48,719240,1959,1,5,3.0,9.3,-6.0
49,719240,1959,1,6,-4.7,9.0,-9.9
50,719240,1959,1,19,14.3,21.4,0.0
51,719240,1959,1,21,-5.9,1.9,-14.1
52,719240,1959,1,22,-3.9,3.0,-11.9
