,stn,year,mo,da,temp,max,min
0,548260,1964,2,13,11.4,16.0,5.0
1,548260,1964,12,9,26.2,32.0,23.0
2,548260,1964,4,30,47.2,54.0,39.0
3,548260,1964,9,23,48.7,57.0,45.0
4,548260,1964,2,4,10.9,14.0,7.0
5,548260,1964,5,14,53.5,57.0,45.0
6,548260,1964,8,6,68.3,70.0,66.0
7,548260,1964,10,28,40.4,43.0,39.0
8,548260,1964,3,5,29.8,37.0,23.0
9,548260,1964,4,3,52.4,55.0,46.0
10,548260,1964,6,4,62.0,68.0,55.0
11,548260,1964,6,8,65.9,73.0,59.0
12,548260,1964,7,23,65.3,72.0,63.0
13,548260,1964,8,25,61.6,66.0,57.0
14,548260,1964,8,28,61.4,68.0,54.0
15,548260,1964,11,2,35.6,45.0,30.0
16,548260,1964,12,28,26.4,28.0,23.0
17,548260,1964,1,6,22.2,30.0,21.0
18,548260,1964,12,27,26.7,28.0,25.0
19,548260,1964,3,21,24.2,30.0,21.0
20,548260,1964,3,22,27.4,34.0,21.0
21,548260,1964,4,19,59.0,63.0,55.0
22,548260,1964,1,7,22.0,25.0,19.0
23,548260,1964,6,3,57.7,63.0,46.0
24,548260,1964,7,7,68.3,70.0,63.0
25,548260,1964,7,9,70.3,75.0,66.0
26,548260,1964,10,5,41.0,48.0,37.0
27,548260,1964,2,14,12.1,18.0,9.0
28,548260,1964,3,7,24.4,30.0,21.0
29,548260,1964,5,11,51.2,59.0,45.0
30,548260,1964,5,19,49.2,54.0,43.0
31,548260,1964,6,15,58.7,64.0,45.0
32,548260,1964,7,18,63.9,68.0,55.0
33,548260,1964,8,14,68.6,70.0,66.0
34,548260,1964,10,13,50.8,55.0,45.0
35,548260,1964,10,14,51.0,57.0,46.0
36,548260,1964,10,18,36.7,43.0,28.0
37,548260,1964,2,15,12.1,18.0,7.0
38,548260,1964,2,17,9.6,14.0,-2.0
39,548260,1964,2,18,11.9,18.0,5.0
40,548260,1964,3,9,30.2,34.0,19.0
41,548260,1964,4,22,55.2,63.0,46.0
42,548260,1964,5,2,51.4,57.0,39.0
43,548260,1964,5,10,49.9,59.0,39.0
44,548260,1964,5,23,57.1,63.0,48.0
45,548260,1964,5,25,55.4,61.0,48.0
46,548260,1964,5,28,56.0,63.0,48.0
47,548260,1964,5,29,57.7,64.0,50.0
48,548260,1964,6,2,49.7,55.0,41.0
49,548260,1964,6,10,55.4,63.0,50.0
50,548260,1964,6,11,56.5,59.0,46.0
51,548260,1964,7,8,69.8,73.0,66.0
52,548260,1964,7,15,66.1,70.0,57.0
53,548260,1964,7,29,62.5,68.0,59.0
54,548260,1964,10,17,30.0,32.0,27.0
55,548260,1964,10,20,47.0,55.0,37.0
56,548260,1964,10,22,41.7,48.0,37.0
57,548260,1964,12,11,5.2,10.0,1.0
58,548260,1964,12,12,10.9,16.0,3.0
59,548260,1964,3,28,40.7,46.0,30.0
60,548260,1964,2,2,7.6,12.0,-2.0
61,548260,1964,2,20,7.8,16.0,5.0
62,548260,1964,3,20,26.4,34.0,21.0
63,548260,1964,4,12,43.4,50.0,39.0
