,stn,year,mo,da,temp,max,min
0,474120,1953,10,15,48.7,62.1,33.1
1,474120,1953,3,22,42.1,52.0,19.9
2,474120,1953,2,15,17.8,23.0,10.0
3,474120,1953,4,1,31.7,41.0,19.9
4,474120,1953,4,9,47.6,60.1,34.0
5,474120,1953,7,31,75.5,86.0,71.1
6,474120,1953,11,7,37.0,41.0,28.9
7,474120,1953,7,17,71.8,81.0,63.0
8,474120,1953,1,3,13.8,18.0,-0.9
9,474120,1953,1,4,13.9,18.0,7.0
10,474120,1953,1,5,15.1,17.1,9.0
11,474120,1953,1,6,18.0,21.9,10.0
12,474120,1953,1,9,22.2,34.0,-4.0
13,474120,1953,1,12,22.1,28.9,14.0
14,474120,1953,1,19,25.5,30.9,12.0
15,474120,1953,1,20,29.6,37.0,18.0
16,474120,1953,1,22,22.1,28.9,17.1
17,474120,1953,1,24,24.1,28.0,10.9
18,474120,1953,1,29,22.2,25.0,8.1
19,474120,1953,1,30,22.4,28.0,15.1
20,474120,1953,2,1,19.2,28.0,-2.0
21,474120,1953,2,3,19.2,26.1,3.9
22,474120,1953,2,6,17.6,26.1,6.1
23,474120,1953,2,8,19.7,30.0,3.9
24,474120,1953,2,10,26.8,32.0,10.0
25,474120,1953,2,14,20.3,28.0,10.9
26,474120,1953,2,17,19.3,27.0,7.0
27,474120,1953,2,18,14.2,19.9,9.0
28,474120,1953,2,19,15.7,21.9,10.0
29,474120,1953,2,21,19.9,28.9,-2.9
30,474120,1953,2,23,30.4,35.1,3.0
31,474120,1953,2,27,30.8,37.0,10.0
32,474120,1953,3,2,32.0,37.9,23.0
33,474120,1953,3,6,28.5,37.0,10.0
34,474120,1953,3,11,28.3,34.0,21.9
35,474120,1953,3,24,40.8,46.9,27.0
36,474120,1953,3,29,36.7,41.0,33.1
37,474120,1953,4,25,48.5,57.9,32.0
38,474120,1953,6,4,57.5,69.1,46.9
39,474120,1953,7,15,64.3,78.1,57.9
40,474120,1953,8,7,71.6,82.0,64.9
41,474120,1953,8,23,64.3,71.1,48.9
42,474120,1953,8,26,63.6,75.0,52.0
43,474120,1953,9,2,70.3,78.1,57.9
44,474120,1953,9,4,67.5,78.1,53.1
45,474120,1953,9,8,62.0,72.0,48.0
46,474120,1953,10,6,52.0,64.9,36.0
47,474120,1953,11,11,29.9,34.0,21.9
48,474120,1953,11,21,26.5,33.1,17.1
49,474120,1953,11,26,26.3,33.1,19.0
50,474120,1953,11,28,29.0,32.0,21.0
51,474120,1953,12,7,11.4,19.9,-4.0
52,474120,1953,12,8,29.2,36.0,1.9
53,474120,1953,12,23,27.5,30.0,12.0
54,474120,1953,12,28,21.3,30.9,12.9
55,474120,1953,12,29,25.9,28.0,12.9
56,474120,1953,12,31,22.7,28.9,10.9
57,474120,1953,3,18,28.5,37.9,10.0
58,474120,1953,3,19,37.0,41.0,19.0
59,474120,1953,4,2,41.3,48.9,23.0
60,474120,1953,4,6,45.8,60.1,28.0
61,474120,1953,4,8,44.5,57.9,28.9
62,474120,1953,5,5,57.7,71.1,37.9
63,474120,1953,5,18,45.6,55.9,30.9
64,474120,1953,5,19,51.7,64.9,30.9
65,474120,1953,6,13,59.2,68.0,46.0
66,474120,1953,6,14,62.7,75.0,48.0
67,474120,1953,6,15,66.3,81.0,48.0
68,474120,1953,6,16,70.1,84.0,53.1
69,474120,1953,6,19,61.1,72.0,48.9
70,474120,1953,6,20,64.2,79.0,48.9
71,474120,1953,6,23,64.1,77.0,48.0
72,474120,1953,6,29,63.3,75.9,46.9
73,474120,1953,7,11,61.8,71.1,52.0
74,474120,1953,7,12,63.7,73.9,52.0
75,474120,1953,7,13,66.6,75.9,55.0
76,474120,1953,7,29,80.0,89.1,66.0
77,474120,1953,8,4,66.0,73.0,53.1
78,474120,1953,8,5,70.8,78.1,57.0
79,474120,1953,8,9,74.2,81.0,64.0
80,474120,1953,8,27,64.2,75.9,52.0
81,474120,1953,8,28,64.6,77.0,53.1
82,474120,1953,8,29,63.9,75.9,52.0
83,474120,1953,8,30,65.2,78.1,52.0
84,474120,1953,8,31,66.9,75.0,52.0
85,474120,1953,9,10,67.0,78.1,44.1
86,474120,1953,9,14,62.3,75.0,44.1
87,474120,1953,9,16,63.4,75.9,48.9
88,474120,1953,9,21,60.4,77.0,43.0
89,474120,1953,9,22,62.8,75.9,45.0
90,474120,1953,10,17,49.2,66.0,33.1
91,474120,1953,10,18,52.0,69.1,36.0
92,474120,1953,10,19,55.2,70.0,37.0
93,474120,1953,10,20,58.3,69.1,46.0
94,474120,1953,10,26,46.2,57.9,35.1
95,474120,1953,10,28,45.8,59.0,32.0
96,474120,1953,10,29,51.6,64.9,32.0
97,474120,1953,11,30,35.8,44.1,15.1
98,474120,1953,1,10,30.9,44.1,7.0
99,474120,1953,1,13,32.5,34.0,16.0
100,474120,1953,1,14,34.2,39.0,30.9
101,474120,1953,1,25,22.2,33.1,17.1
102,474120,1953,2,11,33.4,44.1,21.9
103,474120,1953,2,24,34.0,44.1,19.9
104,474120,1953,2,28,43.4,51.1,21.0
105,474120,1953,3,7,36.8,41.0,19.9
106,474120,1953,3,14,32.2,37.9,10.9
107,474120,1953,3,20,38.0,44.1,28.9
108,474120,1953,3,26,34.2,37.9,33.1
109,474120,1953,3,27,35.4,37.9,32.0
110,474120,1953,4,4,41.2,46.9,34.0
111,474120,1953,4,11,42.4,53.1,30.9
112,474120,1953,4,14,38.6,45.0,30.0
113,474120,1953,4,16,39.7,46.9,30.0
114,474120,1953,4,18,38.1,46.9,30.0
115,474120,1953,4,20,44.9,52.0,30.9
116,474120,1953,4,23,46.2,57.9,33.1
117,474120,1953,4,28,57.3,68.0,30.9
118,474120,1953,5,3,55.3,66.0,28.9
119,474120,1953,5,6,60.0,72.0,43.0
120,474120,1953,5,8,58.8,71.1,35.1
121,474120,1953,5,11,54.6,69.1,42.1
122,474120,1953,5,12,54.0,60.1,48.0
123,474120,1953,5,13,62.5,71.1,51.1
124,474120,1953,5,15,49.8,60.1,41.0
125,474120,1953,5,20,57.8,71.1,37.9
126,474120,1953,5,22,58.4,66.0,46.0
127,474120,1953,5,25,60.6,73.0,43.0
128,474120,1953,5,26,57.9,66.9,51.1
129,474120,1953,5,29,53.0,57.9,46.0
130,474120,1953,5,30,53.3,60.1,48.9
131,474120,1953,5,31,56.8,66.9,48.9
132,474120,1953,6,1,57.3,64.0,51.1
133,474120,1953,6,2,56.2,64.0,52.0
134,474120,1953,6,5,59.7,64.9,46.9
135,474120,1953,6,9,51.5,55.0,46.9
136,474120,1953,6,11,52.6,57.0,46.9
137,474120,1953,6,17,62.1,77.0,55.9
138,474120,1953,6,24,62.6,68.0,52.0
139,474120,1953,6,25,65.5,72.0,60.1
140,474120,1953,6,30,64.6,77.0,51.1
141,474120,1953,7,2,62.0,66.9,57.0
142,474120,1953,7,3,63.7,73.0,57.0
143,474120,1953,7,4,63.2,66.9,59.0
144,474120,1953,7,7,60.6,64.0,54.0
145,474120,1953,7,8,64.0,66.0,59.0
146,474120,1953,7,14,65.7,73.0,57.9
147,474120,1953,7,20,72.0,79.0,64.0
148,474120,1953,7,21,72.6,81.0,66.9
149,474120,1953,7,22,72.0,77.0,68.0
150,474120,1953,7,24,74.3,86.0,66.9
151,474120,1953,7,26,72.1,81.0,66.9
152,474120,1953,7,27,76.7,84.0,66.0
153,474120,1953,7,30,78.4,86.0,71.1
154,474120,1953,8,6,72.0,82.9,64.9
155,474120,1953,8,11,77.4,84.0,64.9
156,474120,1953,8,16,70.0,80.1,57.9
157,474120,1953,8,17,70.2,78.1,62.1
158,474120,1953,8,20,65.6,70.0,60.1
159,474120,1953,9,7,57.4,64.9,48.9
160,474120,1953,9,11,66.8,75.9,57.9
161,474120,1953,9,17,67.2,80.1,54.0
162,474120,1953,9,23,62.4,70.0,53.1
163,474120,1953,9,25,62.6,66.9,48.9
164,474120,1953,9,28,61.6,70.0,48.0
165,474120,1953,10,2,59.8,71.1,37.9
166,474120,1953,10,7,55.5,64.0,42.1
167,474120,1953,10,8,55.7,55.9,50.0
168,474120,1953,10,12,57.0,61.0,37.9
169,474120,1953,10,21,56.3,66.0,51.1
170,474120,1953,10,23,46.8,60.1,33.1
171,474120,1953,10,24,50.8,63.0,35.1
172,474120,1953,10,31,43.4,46.0,30.0
173,474120,1953,11,1,46.0,53.1,37.0
174,474120,1953,11,3,48.7,53.1,30.9
175,474120,1953,11,12,34.1,39.0,25.0
176,474120,1953,11,13,38.9,50.0,28.9
177,474120,1953,11,19,26.5,36.0,15.1
178,474120,1953,11,22,31.5,36.0,17.1
179,474120,1953,11,25,27.8,35.1,17.1
180,474120,1953,12,1,43.4,51.1,28.9
181,474120,1953,12,10,36.5,45.0,15.1
182,474120,1953,12,11,36.9,44.1,25.0
183,474120,1953,12,13,34.9,42.1,25.0
184,474120,1953,12,15,31.2,36.0,27.0
185,474120,1953,12,16,37.5,41.0,27.0
186,474120,1953,12,19,34.8,43.0,25.0
187,474120,1953,12,24,32.0,35.1,26.1
188,474120,1953,12,25,37.3,39.9,26.1
189,474120,1953,10,16,46.8,66.0,33.1
190,474120,1953,3,5,23.0,34.0,10.9
191,474120,1953,1,8,6.3,16.0,-4.0
192,474120,1953,2,2,15.4,28.9,3.9
193,474120,1953,9,9,59.6,73.0,44.1
194,474120,1953,4,26,46.0,61.0,33.1
195,474120,1953,8,15,70.2,82.9,57.9
196,474120,1953,11,6,33.9,39.9,28.9
197,474120,1953,11,8,36.8,46.9,30.9
198,474120,1953,11,15,32.0,37.9,27.0
199,474120,1953,1,1,13.8,21.9,3.9
200,474120,1953,1,2,9.3,18.0,0.0
201,474120,1953,1,7,8.5,19.0,1.0
202,474120,1953,1,11,18.6,23.0,14.0
203,474120,1953,1,15,27.9,36.0,19.9
204,474120,1953,1,16,21.6,28.0,17.1
205,474120,1953,1,17,18.2,21.9,14.0
206,474120,1953,1,18,20.5,26.1,12.0
207,474120,1953,1,21,22.0,30.0,18.0
208,474120,1953,1,23,16.9,21.9,12.0
209,474120,1953,1,26,17.5,21.9,12.9
210,474120,1953,1,27,18.3,26.1,10.0
211,474120,1953,1,28,17.4,26.1,9.0
212,474120,1953,1,31,12.6,26.1,-2.0
213,474120,1953,2,4,14.1,19.9,9.0
214,474120,1953,2,5,12.8,21.0,7.0
215,474120,1953,2,7,16.9,28.9,3.9
216,474120,1953,2,9,17.6,23.0,12.9
217,474120,1953,2,12,24.7,30.0,16.0
218,474120,1953,2,13,22.2,32.0,12.9
219,474120,1953,2,16,15.9,25.0,8.1
220,474120,1953,2,20,9.9,23.0,-2.9
221,474120,1953,2,22,15.7,25.0,5.0
222,474120,1953,2,25,25.8,33.1,18.0
223,474120,1953,2,26,25.2,34.0,10.9
224,474120,1953,3,1,34.8,46.9,24.1
225,474120,1953,3,3,27.0,32.0,19.9
226,474120,1953,3,4,22.9,30.9,16.0
227,474120,1953,3,13,24.1,33.1,12.0
228,474120,1953,3,15,26.6,34.0,18.0
229,474120,1953,3,16,25.9,34.0,16.0
230,474120,1953,3,17,24.0,35.1,10.0
231,474120,1953,3,30,33.8,42.1,27.0
232,474120,1953,4,5,39.9,51.1,28.0
233,474120,1953,4,22,42.2,51.1,34.0
234,474120,1953,4,27,45.5,55.9,30.9
235,474120,1953,4,30,40.1,43.0,35.1
236,474120,1953,5,4,52.7,66.0,37.9
237,474120,1953,5,7,50.7,64.9,35.1
238,474120,1953,5,10,50.0,59.0,42.1
239,474120,1953,5,17,41.4,51.1,30.9
240,474120,1953,5,28,51.6,61.0,46.0
241,474120,1953,6,12,56.0,69.1,46.0
242,474120,1953,6,18,63.4,78.1,48.9
243,474120,1953,6,27,62.0,70.0,55.9
244,474120,1953,7,6,59.7,66.0,54.0
245,474120,1953,7,10,61.3,71.1,53.1
246,474120,1953,7,23,72.6,79.0,66.9
247,474120,1953,7,28,77.1,91.0,66.0
248,474120,1953,8,3,62.5,70.0,53.1
249,474120,1953,8,18,71.0,80.1,63.0
250,474120,1953,9,6,60.2,72.0,48.9
251,474120,1953,9,13,58.3,68.0,45.0
252,474120,1953,9,18,63.5,75.9,52.0
253,474120,1953,9,30,56.9,71.1,45.0
254,474120,1953,10,25,44.3,54.0,36.0
255,474120,1953,11,10,30.1,37.9,23.0
256,474120,1953,11,16,32.6,39.9,24.1
257,474120,1953,11,17,25.6,32.0,21.9
258,474120,1953,11,18,23.6,32.0,16.0
259,474120,1953,11,20,23.8,30.9,18.0
260,474120,1953,11,24,26.3,33.1,18.0
261,474120,1953,11,27,25.1,28.0,21.0
262,474120,1953,12,2,31.2,46.9,26.1
263,474120,1953,12,3,26.1,32.0,21.9
264,474120,1953,12,4,21.6,27.0,18.0
265,474120,1953,12,5,19.5,24.1,14.0
266,474120,1953,12,6,15.3,26.1,-4.0
267,474120,1953,12,9,26.1,35.1,16.0
268,474120,1953,12,20,30.1,37.0,24.1
269,474120,1953,12,21,22.3,28.0,16.0
270,474120,1953,12,22,22.2,30.9,12.0
271,474120,1953,12,27,22.0,27.0,15.1
272,474120,1953,12,30,23.7,32.0,10.9
273,474120,1953,3,31,29.7,36.0,21.9
274,474120,1953,4,7,44.1,59.0,28.9
275,474120,1953,4,10,43.5,59.0,30.9
276,474120,1953,6,21,60.5,75.9,48.9
277,474120,1953,6,22,59.2,73.0,48.0
