,stn,year,mo,da,temp,max,min
0,540270,1962,3,19,27.4,34.0,7.0
1,540270,1962,4,23,46.3,59.0,27.0
2,540270,1962,1,10,15.3,27.0,-2.0
3,540270,1962,1,11,16.2,23.0,0.0
4,540270,1962,2,6,14.5,39.0,1.0
5,540270,1962,10,27,41.5,70.0,18.0
6,540270,1962,12,16,19.3,32.0,1.0
7,540270,1962,11,9,25.6,43.0,1.0
8,540270,1962,7,13,71.5,82.0,59.0
9,540270,1962,8,30,61.8,70.0,48.0
10,540270,1962,2,19,19.8,28.0,5.0
11,540270,1962,11,12,23.1,34.0,9.0
12,540270,1962,5,27,57.8,70.0,34.0
13,540270,1962,1,2,5.6,27.0,-6.0
14,540270,1962,1,5,10.7,21.0,-8.0
15,540270,1962,1,8,14.0,32.0,-2.0
16,540270,1962,1,9,17.1,36.0,9.0
17,540270,1962,1,13,13.7,27.0,1.0
18,540270,1962,1,17,15.6,30.0,9.0
19,540270,1962,1,21,4.7,21.0,-6.0
20,540270,1962,1,22,12.9,19.0,-2.0
21,540270,1962,1,24,13.6,23.0,5.0
22,540270,1962,1,28,13.4,19.0,5.0
23,540270,1962,2,1,9.9,27.0,-6.0
24,540270,1962,2,2,12.6,30.0,-2.0
25,540270,1962,2,22,14.3,28.0,5.0
26,540270,1962,2,28,15.6,25.0,0.0
27,540270,1962,3,27,24.1,30.0,16.0
28,540270,1962,3,29,28.6,48.0,3.0
29,540270,1962,4,17,36.6,46.0,19.0
30,540270,1962,4,29,57.1,66.0,36.0
31,540270,1962,5,10,58.0,73.0,36.0
32,540270,1962,5,19,69.5,82.0,46.0
33,540270,1962,5,29,66.4,90.0,46.0
34,540270,1962,5,30,63.9,73.0,50.0
35,540270,1962,6,18,74.6,82.0,54.0
36,540270,1962,6,29,78.1,93.0,59.0
37,540270,1962,7,4,72.0,91.0,55.0
38,540270,1962,7,28,74.1,84.0,61.0
39,540270,1962,8,2,71.6,84.0,55.0
40,540270,1962,9,14,65.6,86.0,36.0
41,540270,1962,10,24,41.1,54.0,19.0
42,540270,1962,10,26,32.8,61.0,10.0
43,540270,1962,10,28,38.0,68.0,18.0
44,540270,1962,11,16,23.0,39.0,5.0
45,540270,1962,11,22,11.0,19.0,-8.0
46,540270,1962,12,11,3.6,16.0,-8.0
47,540270,1962,12,13,16.0,36.0,5.0
48,540270,1962,12,18,23.2,41.0,1.0
49,540270,1962,12,20,20.0,30.0,-2.0
50,540270,1962,3,4,33.6,48.0,9.0
51,540270,1962,3,7,23.8,39.0,3.0
52,540270,1962,7,17,71.2,86.0,61.0
53,540270,1962,8,1,71.4,86.0,55.0
54,540270,1962,10,9,44.7,64.0,23.0
55,540270,1962,7,1,72.6,86.0,59.0
56,540270,1962,9,17,64.6,77.0,46.0
57,540270,1962,4,30,54.1,68.0,43.0
58,540270,1962,5,8,47.0,54.0,39.0
59,540270,1962,6,22,60.1,63.0,57.0
60,540270,1962,6,19,67.0,73.0,61.0
61,540270,1962,6,24,70.1,81.0,57.0
62,540270,1962,7,6,70.3,77.0,64.0
63,540270,1962,2,9,23.9,34.0,12.0
64,540270,1962,2,17,20.1,27.0,9.0
65,540270,1962,2,21,19.5,30.0,-2.0
66,540270,1962,5,4,46.9,57.0,32.0
67,540270,1962,7,19,73.8,84.0,63.0
68,540270,1962,7,26,70.9,81.0,64.0
69,540270,1962,7,27,73.5,88.0,64.0
70,540270,1962,7,29,73.6,82.0,59.0
71,540270,1962,9,12,59.6,77.0,45.0
72,540270,1962,9,3,63.4,75.0,50.0
73,540270,1962,2,12,1.9,7.0,-13.0
74,540270,1962,4,2,19.1,27.0,5.0
75,540270,1962,5,3,48.1,63.0,23.0
76,540270,1962,5,28,62.9,79.0,41.0
77,540270,1962,6,27,70.0,86.0,52.0
78,540270,1962,7,11,71.1,86.0,54.0
79,540270,1962,7,12,73.6,88.0,54.0
80,540270,1962,1,1,5.1,21.0,-6.0
81,540270,1962,1,3,10.5,28.0,-8.0
82,540270,1962,1,7,14.0,37.0,0.0
83,540270,1962,1,12,15.1,30.0,1.0
84,540270,1962,1,14,13.0,21.0,5.0
85,540270,1962,1,15,14.4,25.0,3.0
86,540270,1962,1,16,18.5,32.0,7.0
87,540270,1962,1,19,18.4,30.0,1.0
88,540270,1962,1,23,14.6,23.0,5.0
89,540270,1962,1,25,12.4,18.0,7.0
90,540270,1962,1,26,11.9,16.0,3.0
91,540270,1962,1,31,5.9,27.0,-8.0
92,540270,1962,2,3,14.5,36.0,-2.0
93,540270,1962,2,4,18.1,32.0,1.0
94,540270,1962,2,5,16.2,34.0,1.0
95,540270,1962,2,7,16.9,39.0,1.0
96,540270,1962,2,8,25.6,45.0,1.0
97,540270,1962,2,13,12.1,21.0,-9.0
98,540270,1962,2,14,13.8,19.0,5.0
99,540270,1962,2,16,16.6,36.0,0.0
100,540270,1962,2,24,8.5,14.0,0.0
101,540270,1962,2,27,14.9,30.0,-4.0
102,540270,1962,3,1,14.2,28.0,1.0
103,540270,1962,3,3,25.8,43.0,9.0
104,540270,1962,3,8,34.4,52.0,12.0
105,540270,1962,3,10,31.4,41.0,5.0
106,540270,1962,3,12,27.7,37.0,18.0
107,540270,1962,3,13,30.0,41.0,18.0
108,540270,1962,3,15,9.7,14.0,7.0
109,540270,1962,3,16,14.0,18.0,7.0
110,540270,1962,3,18,22.3,32.0,-2.0
111,540270,1962,3,20,28.7,39.0,14.0
112,540270,1962,3,22,24.9,34.0,16.0
113,540270,1962,3,23,28.6,36.0,18.0
114,540270,1962,3,26,28.0,45.0,5.0
115,540270,1962,4,5,43.1,59.0,25.0
116,540270,1962,4,6,51.4,63.0,30.0
117,540270,1962,4,10,38.1,50.0,23.0
118,540270,1962,4,14,44.6,64.0,25.0
119,540270,1962,4,18,52.0,70.0,23.0
120,540270,1962,4,24,45.4,63.0,25.0
121,540270,1962,4,28,54.4,72.0,25.0
122,540270,1962,5,6,53.0,68.0,32.0
123,540270,1962,6,9,62.5,75.0,46.0
124,540270,1962,6,10,72.7,91.0,48.0
125,540270,1962,6,11,80.9,97.0,64.0
126,540270,1962,6,15,81.5,99.0,57.0
127,540270,1962,6,16,83.8,100.0,57.0
128,540270,1962,7,15,74.1,90.0,57.0
129,540270,1962,7,18,75.4,86.0,55.0
130,540270,1962,8,3,75.5,88.0,54.0
131,540270,1962,8,6,72.7,82.0,54.0
132,540270,1962,8,9,76.6,93.0,52.0
133,540270,1962,8,10,75.6,88.0,61.0
134,540270,1962,8,12,76.1,90.0,55.0
135,540270,1962,8,15,65.8,82.0,46.0
136,540270,1962,8,16,65.1,84.0,46.0
137,540270,1962,8,17,62.7,82.0,43.0
138,540270,1962,8,18,64.6,81.0,43.0
139,540270,1962,8,19,66.4,82.0,48.0
140,540270,1962,8,20,73.1,91.0,48.0
141,540270,1962,8,21,71.8,86.0,50.0
142,540270,1962,8,22,72.9,84.0,57.0
143,540270,1962,8,24,68.5,84.0,52.0
144,540270,1962,9,5,65.4,81.0,45.0
145,540270,1962,9,7,61.1,73.0,37.0
146,540270,1962,9,9,53.6,68.0,32.0
147,540270,1962,9,10,55.9,72.0,34.0
148,540270,1962,9,15,67.9,88.0,43.0
149,540270,1962,9,21,52.5,66.0,41.0
150,540270,1962,9,22,47.5,61.0,34.0
151,540270,1962,9,24,43.9,61.0,25.0
152,540270,1962,9,29,50.0,64.0,28.0
153,540270,1962,9,30,53.6,75.0,37.0
154,540270,1962,10,1,63.6,79.0,34.0
155,540270,1962,10,5,40.3,61.0,16.0
156,540270,1962,10,6,49.4,68.0,21.0
157,540270,1962,10,7,41.1,61.0,23.0
158,540270,1962,10,8,42.6,61.0,21.0
159,540270,1962,10,12,33.8,46.0,18.0
160,540270,1962,10,15,40.9,54.0,18.0
161,540270,1962,10,16,34.1,55.0,16.0
162,540270,1962,10,18,41.8,57.0,23.0
163,540270,1962,10,20,27.1,50.0,10.0
164,540270,1962,10,21,33.9,59.0,7.0
165,540270,1962,10,29,45.5,70.0,18.0
166,540270,1962,10,30,37.2,54.0,23.0
167,540270,1962,11,3,28.4,37.0,19.0
168,540270,1962,11,4,26.9,34.0,12.0
169,540270,1962,11,5,34.4,52.0,10.0
170,540270,1962,11,7,29.5,54.0,12.0
171,540270,1962,11,13,38.0,59.0,12.0
172,540270,1962,11,15,16.6,30.0,0.0
173,540270,1962,11,17,17.9,36.0,0.0
174,540270,1962,11,20,3.5,19.0,-11.0
175,540270,1962,11,21,8.6,23.0,-11.0
176,540270,1962,11,24,11.0,27.0,-4.0
177,540270,1962,11,25,11.1,25.0,-2.0
178,540270,1962,11,26,8.1,27.0,-4.0
179,540270,1962,11,27,10.2,25.0,-2.0
180,540270,1962,11,28,8.7,21.0,-6.0
181,540270,1962,11,29,12.4,28.0,-4.0
182,540270,1962,11,30,16.5,36.0,-2.0
183,540270,1962,12,1,20.5,34.0,5.0
184,540270,1962,12,2,17.2,32.0,5.0
185,540270,1962,12,3,23.7,36.0,3.0
186,540270,1962,12,5,9.5,28.0,-4.0
187,540270,1962,12,6,19.6,41.0,-4.0
188,540270,1962,12,7,28.1,46.0,0.0
189,540270,1962,12,9,23.1,45.0,3.0
190,540270,1962,12,12,13.5,34.0,-6.0
191,540270,1962,12,15,20.5,37.0,-6.0
192,540270,1962,12,17,23.1,37.0,9.0
193,540270,1962,12,21,16.5,27.0,0.0
194,540270,1962,12,26,5.1,21.0,-6.0
195,540270,1962,12,27,3.0,18.0,-9.0
196,540270,1962,12,28,13.0,28.0,-8.0
197,540270,1962,12,30,2.6,7.0,-2.0
