,stn,year,mo,da,temp,max,min
0,548230,1962,6,2,77.8,82.0,68.0
1,548230,1962,5,9,74.8,82.0,59.0
2,548230,1962,5,18,79.3,88.0,59.0
3,548230,1962,6,26,75.9,86.0,66.0
4,548230,1962,1,10,29.6,36.0,25.0
5,548230,1962,6,22,78.6,91.0,64.0
6,548230,1962,1,1,20.4,27.0,9.0
7,548230,1962,2,15,34.1,41.0,25.0
8,548230,1962,5,10,78.6,88.0,66.0
9,548230,1962,5,19,82.9,93.0,70.0
10,548230,1962,6,11,87.6,97.0,79.0
11,548230,1962,7,15,78.1,82.0,75.0
12,548230,1962,11,23,33.0,39.0,28.0
13,548230,1962,11,26,34.1,39.0,32.0
14,548230,1962,12,30,28.6,36.0,18.0
15,548230,1962,7,12,83.8,100.0,73.0
16,548230,1962,11,7,53.9,64.0,45.0
17,548230,1962,10,9,63.0,68.0,55.0
18,548230,1962,9,26,57.6,61.0,54.0
19,548230,1962,1,8,36.0,43.0,28.0
20,548230,1962,2,8,37.0,41.0,34.0
21,548230,1962,4,17,49.1,55.0,43.0
22,548230,1962,4,27,57.2,66.0,46.0
23,548230,1962,4,30,63.3,73.0,55.0
24,548230,1962,5,3,62.5,70.0,52.0
25,548230,1962,6,27,77.0,90.0,66.0
26,548230,1962,7,3,87.6,95.0,81.0
27,548230,1962,7,5,88.5,102.0,75.0
28,548230,1962,9,24,58.8,63.0,55.0
29,548230,1962,11,20,35.6,39.0,32.0
30,548230,1962,11,24,34.7,37.0,30.0
31,548230,1962,2,25,28.0,34.0,23.0
32,548230,1962,9,16,68.0,75.0,64.0
33,548230,1962,1,9,29.5,37.0,27.0
34,548230,1962,8,6,80.0,88.0,75.0
35,548230,1962,11,25,35.0,37.0,32.0
36,548230,1962,8,3,83.7,91.0,73.0
37,548230,1962,8,27,76.1,84.0,68.0
38,548230,1962,8,28,78.1,88.0,70.0
39,548230,1962,8,31,78.4,90.0,66.0
40,548230,1962,9,9,78.4,90.0,66.0
41,548230,1962,9,10,83.0,91.0,72.0
42,548230,1962,9,18,74.6,86.0,63.0
43,548230,1962,9,19,74.6,82.0,70.0
44,548230,1962,10,4,60.3,68.0,52.0
45,548230,1962,10,5,67.0,75.0,55.0
46,548230,1962,11,4,40.5,48.0,34.0
47,548230,1962,11,5,49.3,57.0,34.0
48,548230,1962,11,17,46.3,57.0,37.0
49,548230,1962,1,2,29.9,41.0,19.0
50,548230,1962,1,3,33.0,43.0,23.0
51,548230,1962,1,5,29.2,39.0,16.0
52,548230,1962,1,6,32.6,45.0,21.0
53,548230,1962,1,7,35.9,48.0,23.0
54,548230,1962,1,11,38.3,48.0,27.0
55,548230,1962,1,13,32.0,41.0,25.0
56,548230,1962,1,16,29.4,36.0,19.0
57,548230,1962,1,18,27.5,34.0,21.0
58,548230,1962,1,19,27.3,36.0,21.0
59,548230,1962,1,20,31.9,43.0,19.0
60,548230,1962,1,22,27.1,36.0,21.0
61,548230,1962,1,23,25.5,34.0,19.0
62,548230,1962,1,24,28.4,37.0,19.0
63,548230,1962,1,26,27.5,36.0,18.0
64,548230,1962,1,27,29.3,39.0,19.0
65,548230,1962,1,29,26.0,34.0,19.0
66,548230,1962,1,31,27.0,39.0,14.0
67,548230,1962,2,1,34.0,43.0,23.0
68,548230,1962,2,3,37.6,48.0,23.0
69,548230,1962,2,4,45.4,57.0,30.0
70,548230,1962,2,5,38.3,52.0,30.0
71,548230,1962,2,6,36.6,48.0,28.0
72,548230,1962,2,13,32.7,37.0,25.0
73,548230,1962,2,16,40.8,50.0,32.0
74,548230,1962,2,19,39.2,43.0,27.0
75,548230,1962,2,22,34.7,43.0,30.0
76,548230,1962,2,26,30.1,34.0,25.0
77,548230,1962,2,27,38.9,48.0,28.0
78,548230,1962,3,1,33.9,43.0,27.0
79,548230,1962,3,2,45.7,54.0,28.0
80,548230,1962,3,3,54.0,64.0,45.0
81,548230,1962,3,5,57.1,66.0,37.0
82,548230,1962,3,7,41.7,52.0,21.0
83,548230,1962,3,10,44.7,54.0,30.0
84,548230,1962,3,11,54.6,64.0,41.0
85,548230,1962,3,12,62.1,73.0,52.0
86,548230,1962,3,13,66.6,79.0,55.0
87,548230,1962,3,16,36.1,39.0,28.0
88,548230,1962,3,17,46.4,57.0,34.0
89,548230,1962,3,18,47.4,57.0,32.0
90,548230,1962,3,21,39.1,46.0,30.0
91,548230,1962,3,22,39.0,48.0,32.0
92,548230,1962,3,24,47.5,57.0,28.0
93,548230,1962,3,26,46.1,54.0,23.0
94,548230,1962,3,28,37.7,46.0,30.0
95,548230,1962,3,29,45.5,54.0,30.0
96,548230,1962,3,30,55.8,64.0,41.0
97,548230,1962,4,3,40.6,46.0,28.0
98,548230,1962,4,4,54.6,64.0,39.0
99,548230,1962,4,6,52.9,64.0,43.0
100,548230,1962,4,8,54.5,63.0,45.0
101,548230,1962,4,10,59.4,68.0,43.0
102,548230,1962,4,11,61.1,72.0,45.0
103,548230,1962,4,13,55.5,63.0,41.0
104,548230,1962,4,14,65.1,73.0,52.0
105,548230,1962,4,15,71.3,81.0,61.0
106,548230,1962,4,18,59.4,70.0,46.0
107,548230,1962,4,19,67.4,75.0,54.0
108,548230,1962,4,21,76.8,88.0,55.0
109,548230,1962,4,24,52.5,61.0,45.0
110,548230,1962,4,25,57.0,68.0,43.0
111,548230,1962,4,28,65.1,75.0,52.0
112,548230,1962,4,29,64.4,75.0,52.0
113,548230,1962,5,1,68.6,81.0,55.0
114,548230,1962,5,4,67.5,79.0,57.0
115,548230,1962,5,5,71.1,81.0,59.0
116,548230,1962,5,7,72.6,82.0,59.0
117,548230,1962,5,12,73.4,82.0,52.0
118,548230,1962,5,16,67.2,79.0,54.0
119,548230,1962,5,17,68.0,79.0,54.0
120,548230,1962,5,20,87.6,99.0,77.0
121,548230,1962,5,22,84.1,95.0,75.0
122,548230,1962,5,24,81.5,91.0,59.0
123,548230,1962,5,27,66.4,77.0,59.0
124,548230,1962,5,29,80.2,91.0,54.0
125,548230,1962,5,30,84.3,95.0,75.0
126,548230,1962,6,5,80.9,88.0,66.0
127,548230,1962,6,7,78.9,88.0,59.0
128,548230,1962,6,9,73.1,86.0,61.0
129,548230,1962,6,10,86.5,97.0,61.0
130,548230,1962,6,12,84.8,93.0,79.0
131,548230,1962,6,14,71.1,82.0,55.0
132,548230,1962,6,15,79.9,91.0,63.0
133,548230,1962,6,16,83.4,95.0,70.0
134,548230,1962,6,20,76.0,88.0,63.0
135,548230,1962,6,28,82.0,91.0,68.0
136,548230,1962,6,29,83.6,93.0,73.0
137,548230,1962,6,30,85.0,95.0,73.0
138,548230,1962,7,2,86.1,97.0,72.0
139,548230,1962,7,6,89.6,100.0,75.0
140,548230,1962,7,10,89.1,99.0,73.0
141,548230,1962,7,11,83.8,95.0,75.0
142,548230,1962,7,17,84.9,93.0,73.0
143,548230,1962,7,23,81.3,90.0,73.0
144,548230,1962,8,9,81.1,90.0,73.0
145,548230,1962,8,10,82.7,90.0,73.0
146,548230,1962,8,20,76.5,82.0,68.0
147,548230,1962,8,21,80.4,88.0,72.0
148,548230,1962,8,22,83.6,91.0,73.0
149,548230,1962,8,29,81.6,90.0,72.0
150,548230,1962,9,2,75.6,84.0,66.0
151,548230,1962,9,4,75.5,86.0,66.0
152,548230,1962,9,5,74.4,84.0,64.0
153,548230,1962,9,6,74.7,82.0,64.0
154,548230,1962,9,13,75.7,84.0,63.0
155,548230,1962,9,14,77.4,86.0,68.0
156,548230,1962,9,17,75.1,84.0,63.0
157,548230,1962,9,20,79.2,90.0,70.0
158,548230,1962,9,21,76.8,86.0,70.0
159,548230,1962,9,29,63.0,70.0,50.0
160,548230,1962,10,11,67.3,75.0,61.0
161,548230,1962,10,14,46.2,54.0,37.0
162,548230,1962,10,15,53.1,63.0,39.0
163,548230,1962,10,17,57.0,70.0,43.0
164,548230,1962,10,18,59.9,70.0,50.0
165,548230,1962,10,19,58.4,68.0,50.0
166,548230,1962,10,20,57.1,66.0,50.0
167,548230,1962,10,22,64.4,73.0,50.0
