,stn,year,mo,da,temp,max,min
0,474180,1959,1,3,20.0,28.9,1.9
1,474180,1959,1,4,28.0,34.0,14.0
2,474180,1959,1,9,23.2,34.0,-4.0
3,474180,1959,1,10,22.1,34.0,6.1
4,474180,1959,1,12,24.5,32.0,-5.1
5,474180,1959,1,13,21.0,33.1,0.0
6,474180,1959,1,14,25.9,28.9,12.9
7,474180,1959,1,20,15.0,27.0,-9.0
8,474180,1959,1,21,23.6,34.0,-4.0
9,474180,1959,1,23,23.6,32.0,7.0
10,474180,1959,1,25,28.5,37.0,7.0
11,474180,1959,1,29,17.9,33.1,-5.1
12,474180,1959,1,30,29.0,30.9,1.0
13,474180,1959,2,2,30.0,35.1,3.9
14,474180,1959,2,3,30.9,41.0,12.9
15,474180,1959,2,4,25.8,36.0,18.0
16,474180,1959,2,6,28.8,36.0,10.0
17,474180,1959,2,8,22.5,30.9,3.9
18,474180,1959,2,9,30.2,34.0,15.1
19,474180,1959,2,16,26.8,30.0,10.0
20,474180,1959,2,20,23.9,30.0,12.9
21,474180,1959,2,21,26.2,32.0,14.0
22,474180,1959,2,24,19.2,34.0,3.0
23,474180,1959,2,27,23.7,33.1,5.0
24,474180,1959,3,1,29.6,34.0,3.9
25,474180,1959,3,2,33.1,42.1,15.1
26,474180,1959,3,4,29.4,35.1,19.0
27,474180,1959,3,8,29.3,32.0,21.0
28,474180,1959,3,10,31.8,39.9,17.1
29,474180,1959,3,11,33.6,35.1,23.0
30,474180,1959,3,14,32.6,39.9,26.1
31,474180,1959,3,19,32.0,37.9,15.1
32,474180,1959,3,22,32.9,39.0,19.0
33,474180,1959,3,24,28.9,36.0,17.1
34,474180,1959,3,25,32.4,37.9,21.0
35,474180,1959,3,27,34.7,41.0,30.0
36,474180,1959,4,7,40.0,45.0,33.1
37,474180,1959,4,10,42.2,51.1,37.0
38,474180,1959,4,14,36.2,42.1,30.9
39,474180,1959,4,15,39.9,52.0,30.9
40,474180,1959,4,21,45.4,52.0,34.0
41,474180,1959,4,25,44.0,54.0,34.0
42,474180,1959,5,10,46.8,54.0,37.9
43,474180,1959,5,11,47.7,55.0,37.0
44,474180,1959,5,13,48.4,60.1,44.1
45,474180,1959,5,30,47.5,54.0,43.0
46,474180,1959,6,4,45.4,50.0,42.1
47,474180,1959,6,6,53.2,55.9,42.1
48,474180,1959,6,13,54.1,66.9,43.0
49,474180,1959,6,14,48.6,59.0,43.0
50,474180,1959,6,16,57.2,62.1,51.1
51,474180,1959,6,28,58.1,64.0,52.0
52,474180,1959,6,30,60.5,66.9,55.0
53,474180,1959,7,4,55.2,60.1,52.0
54,474180,1959,7,8,58.9,63.0,55.9
55,474180,1959,7,9,61.0,66.9,57.0
56,474180,1959,7,11,64.1,72.0,59.0
57,474180,1959,7,14,63.5,70.0,61.0
58,474180,1959,7,17,61.9,66.0,59.0
59,474180,1959,7,28,66.5,73.9,57.9
60,474180,1959,7,31,70.1,80.1,60.1
61,474180,1959,8,9,61.2,69.1,55.9
62,474180,1959,8,12,62.7,70.0,50.0
63,474180,1959,8,18,69.9,79.0,62.1
64,474180,1959,8,20,70.2,77.0,64.9
65,474180,1959,8,31,62.5,69.1,48.0
66,474180,1959,9,4,60.9,66.9,48.0
67,474180,1959,9,10,59.0,63.0,53.1
68,474180,1959,9,14,63.0,75.9,51.1
69,474180,1959,9,16,63.1,68.0,50.0
70,474180,1959,9,23,58.6,66.0,44.1
71,474180,1959,9,29,52.3,62.1,37.0
72,474180,1959,1,2,18.4,28.9,8.1
73,474180,1959,1,8,9.3,25.0,-9.0
74,474180,1959,1,27,13.9,28.9,-2.9
75,474180,1959,2,1,13.6,30.0,1.9
76,474180,1959,2,13,28.6,39.9,6.1
77,474180,1959,2,15,19.1,33.1,3.0
78,474180,1959,2,19,24.4,36.0,1.0
79,474180,1959,2,26,17.5,28.9,-0.9
80,474180,1959,3,7,26.0,33.1,17.1
81,474180,1959,3,18,28.4,37.9,12.9
82,474180,1959,4,2,36.2,44.1,25.0
83,474180,1959,4,3,41.2,46.9,27.0
84,474180,1959,4,4,42.0,46.9,37.0
85,474180,1959,4,19,38.0,50.0,28.0
86,474180,1959,4,20,41.5,48.0,28.0
87,474180,1959,4,30,52.5,63.0,39.9
88,474180,1959,5,1,49.1,60.1,39.9
89,474180,1959,5,2,50.4,64.9,43.0
90,474180,1959,5,21,54.7,64.0,37.9
91,474180,1959,5,23,49.3,55.9,43.0
92,474180,1959,6,5,47.0,51.1,43.0
93,474180,1959,6,19,48.1,53.1,42.1
94,474180,1959,6,20,50.8,57.9,44.1
95,474180,1959,6,21,49.8,57.9,44.1
96,474180,1959,6,22,50.1,55.9,45.0
97,474180,1959,7,22,68.7,78.1,60.1
98,474180,1959,8,4,63.2,71.1,54.0
99,474180,1959,8,5,63.5,71.1,57.0
100,474180,1959,8,7,64.0,72.0,54.0
101,474180,1959,8,8,62.7,72.0,55.9
102,474180,1959,8,17,67.0,72.0,62.1
103,474180,1959,9,15,59.0,69.1,51.1
104,474180,1959,2,17,31.0,36.0,16.0
105,474180,1959,3,26,33.3,39.0,28.9
106,474180,1959,3,28,35.4,43.0,30.9
107,474180,1959,3,29,35.3,37.0,32.0
108,474180,1959,3,30,36.7,42.1,33.1
109,474180,1959,4,5,42.3,46.0,39.9
110,474180,1959,4,8,41.1,43.0,35.1
111,474180,1959,4,13,32.6,36.0,30.9
112,474180,1959,4,16,38.7,46.9,32.0
113,474180,1959,4,22,44.7,46.9,39.9
114,474180,1959,4,26,45.8,52.0,32.0
115,474180,1959,4,27,47.6,52.0,39.9
116,474180,1959,4,28,49.1,55.9,44.1
117,474180,1959,5,3,49.6,57.0,42.1
118,474180,1959,5,6,40.4,46.0,37.0
119,474180,1959,5,8,46.6,55.9,34.0
120,474180,1959,5,12,48.2,53.1,45.0
121,474180,1959,5,16,49.4,59.0,39.0
122,474180,1959,5,17,50.7,55.9,45.0
123,474180,1959,5,24,49.5,55.0,39.9
124,474180,1959,5,25,50.9,59.0,45.0
125,474180,1959,5,28,44.0,48.9,42.1
126,474180,1959,5,29,44.9,48.0,42.1
127,474180,1959,5,31,51.5,53.1,46.0
128,474180,1959,6,1,50.4,53.1,48.9
129,474180,1959,6,7,53.0,55.0,50.0
130,474180,1959,6,8,54.9,62.1,50.0
131,474180,1959,6,12,47.8,53.1,42.1
132,474180,1959,6,15,53.4,55.9,44.1
133,474180,1959,6,23,50.7,57.0,46.9
134,474180,1959,6,24,53.2,55.9,48.0
135,474180,1959,6,25,53.9,55.9,52.0
136,474180,1959,6,27,54.4,59.0,50.0
137,474180,1959,6,29,57.2,62.1,54.0
138,474180,1959,7,3,54.3,57.9,48.9
139,474180,1959,7,5,57.6,64.9,52.0
140,474180,1959,7,6,61.0,66.9,55.9
141,474180,1959,7,10,61.6,64.9,57.9
142,474180,1959,7,12,62.8,68.0,59.0
143,474180,1959,7,13,63.3,68.0,60.1
144,474180,1959,7,16,62.7,66.9,60.1
145,474180,1959,7,18,65.2,71.1,60.1
146,474180,1959,7,20,65.6,70.0,60.1
147,474180,1959,7,23,66.5,72.0,62.1
148,474180,1959,7,24,65.3,68.0,63.0
149,474180,1959,7,27,62.4,68.0,55.9
150,474180,1959,7,29,65.1,72.0,59.0
151,474180,1959,7,30,64.6,70.0,60.1
152,474180,1959,8,10,58.3,60.1,55.9
153,474180,1959,8,13,62.0,64.0,57.9
154,474180,1959,8,14,67.7,72.0,60.1
155,474180,1959,8,19,67.9,73.0,64.9
156,474180,1959,8,21,72.6,82.0,66.0
157,474180,1959,8,24,60.4,64.0,57.9
158,474180,1959,8,25,59.3,60.1,57.0
159,474180,1959,8,26,62.6,66.9,57.9
160,474180,1959,8,27,63.5,64.9,57.9
161,474180,1959,9,2,63.6,72.0,55.9
162,474180,1959,9,6,58.0,62.1,55.9
163,474180,1959,9,7,58.8,64.0,55.9
164,474180,1959,9,12,60.0,64.0,57.0
165,474180,1959,9,17,64.3,66.9,60.1
166,474180,1959,9,21,61.1,70.0,46.0
167,474180,1959,9,24,59.0,64.0,51.1
168,474180,1959,9,26,56.9,63.0,51.1
169,474180,1959,9,18,65.5,68.0,63.0
170,474180,1959,9,27,51.0,54.0,48.9
171,474180,1959,10,1,57.9,66.9,43.0
172,474180,1959,10,16,51.5,57.9,34.0
173,474180,1959,10,20,45.6,55.9,32.0
174,474180,1959,11,9,38.6,46.0,37.0
175,474180,1959,11,18,33.3,43.0,17.1
176,474180,1959,11,21,30.4,36.0,18.0
177,474180,1959,12,10,27.5,33.1,23.0
178,474180,1959,12,11,35.6,41.0,23.0
179,474180,1959,12,19,27.0,36.0,9.0
180,474180,1959,12,23,24.9,34.0,7.0
181,474180,1959,12,25,25.9,28.9,3.9
182,474180,1959,12,31,29.3,36.0,9.0
183,474180,1959,10,7,55.1,66.9,39.9
184,474180,1959,10,21,49.1,61.0,32.0
185,474180,1959,10,25,51.0,57.0,32.0
186,474180,1959,11,1,43.4,57.0,27.0
187,474180,1959,11,10,40.0,44.1,37.0
188,474180,1959,11,14,38.1,46.9,21.9
189,474180,1959,11,16,37.0,48.0,27.0
190,474180,1959,11,23,27.4,37.0,16.0
191,474180,1959,11,26,31.1,37.9,18.0
192,474180,1959,11,27,24.5,37.9,18.0
193,474180,1959,11,29,30.6,39.0,12.9
194,474180,1959,11,30,37.2,48.0,19.0
195,474180,1959,12,8,34.5,37.0,23.0
196,474180,1959,12,13,33.1,41.0,21.9
197,474180,1959,12,15,25.5,32.0,16.0
198,474180,1959,12,18,24.9,30.9,1.9
199,474180,1959,12,22,18.9,32.0,1.0
200,474180,1959,12,26,32.4,35.1,10.0
201,474180,1959,12,30,17.0,30.0,1.0
202,474180,1959,10,4,57.6,59.0,46.0
203,474180,1959,10,11,49.3,57.9,33.1
204,474180,1959,10,12,53.0,55.0,45.0
205,474180,1959,10,13,52.8,57.9,50.0
206,474180,1959,10,18,48.1,55.9,32.0
207,474180,1959,10,22,49.9,62.1,39.0
208,474180,1959,10,23,53.8,57.0,42.1
209,474180,1959,10,27,49.1,51.1,27.0
210,474180,1959,10,28,55.2,55.9,41.0
211,474180,1959,11,2,54.9,57.9,37.0
212,474180,1959,11,6,50.1,57.0,28.9
213,474180,1959,11,7,51.8,54.0,37.9
214,474180,1959,11,24,31.5,35.1,17.1
215,474180,1959,12,2,35.3,44.1,25.0
216,474180,1959,12,3,49.0,51.1,30.9
217,474180,1959,12,4,43.4,48.9,35.1
218,474180,1959,4,6,38.7,46.0,33.1
219,474180,1959,1,5,23.8,35.1,12.0
220,474180,1959,1,6,14.8,25.0,0.0
221,474180,1959,1,15,21.8,30.9,17.1
222,474180,1959,1,16,24.0,27.0,16.0
223,474180,1959,1,17,18.4,30.0,10.0
224,474180,1959,1,18,10.2,23.0,0.0
225,474180,1959,1,19,9.9,25.0,-9.0
226,474180,1959,1,22,17.9,30.0,8.1
227,474180,1959,1,24,17.1,28.9,8.1
228,474180,1959,1,26,15.4,30.0,-0.9
229,474180,1959,1,28,11.5,28.9,-2.0
230,474180,1959,1,31,14.0,30.0,5.0
231,474180,1959,2,5,21.5,34.0,10.9
232,474180,1959,2,7,17.1,33.1,5.0
233,474180,1959,2,10,24.2,34.0,17.1
234,474180,1959,2,11,14.9,30.0,0.0
235,474180,1959,2,18,19.4,30.9,3.9
